grid_gid,epdo_total,is_high_risk,risk_prob,predicted_risk
다사734526,0.0,0,0.1698,0
다사750504,0.0,0,0.4211,0
다사730496,0.0,0,0.4064,0
다사750494,0.0,0,0.4064,0
다사701430,0.0,0,0.1698,0
다사696487,0.0,0,0.3714,0
다사745520,0.0,0,0.4064,0
다사724518,0.0,0,0.3932,0
다사715527,0.0,0,0.4064,0
다사738458,0.0,0,0.358,0
다사734527,0.0,0,0.3126,0
다사699466,0.0,0,0.2476,0
다사711470,0.0,0,0.358,0
다사736534,0.0,0,0.4211,0
다사713490,0.0,0,0.4211,0
다사693456,0.0,0,0.4054,0
다사726500,0.0,0,0.3932,0
다사762492,0.0,0,0.4064,0
다사746510,0.0,0,0.4211,0
다사728523,0.0,0,0.2476,0
다사704473,0.0,0,0.4211,0
다사713469,0.0,0,0.4054,0
다사746518,0.0,0,0.4211,0
다사725513,0.0,0,0.3699,0
다사729462,0.0,0,0.358,0
다사713485,0.0,0,0.4054,0
다사711490,0.0,0,0.4064,0
다사699490,0.0,0,0.2476,0
다사744492,0.0,0,0.2268,0
다사725439,0.0,0,0.358,0
다사710491,0.0,0,0.3714,0
다사697463,0.0,0,0.2476,0
다사757470,0.0,0,0.358,0
다사731474,0.0,0,0.3932,0
다사727471,0.0,0,0.4064,0
다사751502,0.0,0,0.358,0
다사734489,0.0,0,0.2664,0
다사761433,0.0,0,0.1698,0
다사685451,0.0,0,0.4064,0
다사716523,0.0,0,0.4064,0
다사689457,0.0,0,0.2476,0
다사704464,0.0,0,0.2476,0
다사724533,0.0,0,0.4054,0
다사759477,0.0,0,0.358,0
다사700414,0.0,0,0.4014,0
다사708478,0.0,0,0.1698,0
다사690419,0.0,0,0.3186,0
다사759448,0.0,0,0.2116,0
다사760470,0.0,0,0.1857,0
다사702469,0.0,0,0.2476,0
다사738499,0.0,0,0.1501,0
다사696480,0.0,0,0.4064,0
다사734500,0.0,0,0.4064,0
다사691464,0.0,0,0.4064,0
다사704454,0.0,0,0.3126,0
다사758455,0.0,0,0.358,0
다사733469,0.0,0,0.4064,0
다사713472,0.0,0,0.358,0
다사696455,0.0,0,0.4211,0
다사708492,0.0,0,0.4064,0
다사737494,0.0,0,0.2476,0
다사730489,0.0,0,0.4054,0
다사693457,0.0,0,0.4096,0
다사722533,0.0,0,0.4054,0
다사725533,0.0,0,0.4054,0
다사733481,0.0,0,0.2476,0
다사746477,0.0,0,0.2476,0
다사730435,0.0,0,0.2116,0
다사742498,0.0,0,0.2835,0
다사766492,0.0,0,0.328,0
다사755485,0.0,0,0.4064,0
다사705453,0.0,0,0.3126,0
다사740496,0.0,0,0.4014,0
다사691468,0.0,0,0.2116,0
다사735482,0.0,0,0.4071,0
다사752481,0.0,0,0.4064,0
다사693466,0.0,0,0.3932,0
다사736485,0.0,0,0.2116,0
다사739486,0.0,0,0.3699,0
다사708494,0.0,0,0.328,0
다사747511,0.0,0,0.4211,0
다사717525,0.0,0,0.3126,0
다사690423,0.0,0,0.4064,0
다사701436,0.0,0,0.4064,0
다사713487,0.0,0,0.2476,0
다사739530,0.0,0,0.4054,0
다사731456,0.0,0,0.4064,0
다사737489,0.0,0,0.1595,0
다사760458,0.0,0,0.3126,0
다사756457,0.0,0,0.2116,0
다사759459,0.0,0,0.4064,0
다사706492,0.0,0,0.358,0
다사728460,0.0,0,0.2476,0
다사709492,0.0,0,0.1937,0
다사740499,0.0,0,0.3126,0
다사718469,0.0,0,0.4064,0
다사741506,0.0,0,0.2116,0
다사736460,0.0,0,0.2116,0
다사684454,0.0,0,0.358,0
다사716470,0.0,0,0.2476,0
다사754490,0.0,0,0.3699,0
다사764449,0.0,0,0.1617,0
다사725477,0.0,0,0.1698,0
다사729442,0.0,0,0.2476,0
다사745487,0.0,0,0.2734,0
다사745512,0.0,0,0.4211,0
다사760486,0.0,0,0.358,0
다사745505,0.0,0,0.4014,0
다사685459,0.0,0,0.2476,0
다사730528,0.0,0,0.2476,0
다사725500,0.0,0,0.4211,0
다사730501,0.0,0,0.4054,0
다사762450,0.0,0,0.264,0
다사720481,0.0,0,0.4054,0
다사686463,0.0,0,0.4054,0
다사766480,0.0,0,0.4211,0
다사690466,0.0,0,0.4064,0
다사750492,0.0,0,0.2476,0
다사739504,0.0,0,0.2476,0
다사699433,0.0,0,0.195,0
다사768432,0.0,0,0.2116,0
다사697487,0.0,0,0.2476,0
다사697424,0.0,0,0.3126,0
다사685454,0.0,0,0.2116,0
다사733518,0.0,0,0.2476,0
다사739513,0.0,0,0.4211,0
다사746513,0.0,0,0.2476,0
다사701457,0.0,0,0.4054,0
다사771432,0.0,0,0.4211,0
다사740510,0.0,0,0.2476,0
다사694455,0.0,0,0.4054,0
다사749494,0.0,0,0.2476,0
다사715531,0.0,0,0.4054,0
다사699472,0.0,0,0.2476,0
다사699464,0.0,0,0.2476,0
다사705449,0.0,0,0.4054,0
다사730504,0.0,0,0.2476,0
다사743524,0.0,0,0.4211,0
다사686458,0.0,0,0.2476,0
다사673423,0.0,0,0.4211,0
다사631454,0.0,0,0.2417,0
다사649471,0.0,0,0.2476,0
다사673431,0.0,0,0.271,0
다사660482,0.0,0,0.271,0
다사658471,0.0,0,0.4211,0
다사646465,0.0,0,0.2116,0
다사695440,0.0,0,0.261,0
다사625457,0.0,0,0.4054,0
다사638448,0.0,0,0.2529,0
다사692446,0.0,0,0.2641,0
다사682441,0.0,0,0.2701,0
다사667454,0.0,0,0.2116,0
다사697445,0.0,0,0.3126,0
다사633452,0.0,0,0.2368,0
다사638451,0.0,0,0.4232,0
다사694445,0.0,0,0.2314,0
다사671429,0.0,0,0.2116,0
다사678433,0.0,0,0.358,0
다사698445,0.0,0,0.358,0
다사623457,0.0,0,0.3126,0
다사666459,0.0,0,0.2476,0
다사662469,0.0,0,0.2476,0
다사675447,0.0,0,0.1677,0
다사646469,0.0,0,0.2476,0
다사677447,0.0,0,0.3126,0
다사646441,0.0,0,0.239,0
다사644454,0.0,0,0.4054,0
다사668458,0.0,0,0.4303,0
다사690444,0.0,0,0.1572,0
다사694435,0.0,0,0.2894,0
다사648452,0.0,0,0.3607,0
다사675440,0.0,0,0.3126,0
다사659482,0.0,0,0.1698,0
다사648456,0.0,0,0.4014,0
다사648455,0.0,0,0.358,0
다사676452,0.0,0,0.3126,0
다사655477,0.0,0,0.2116,0
다사657454,0.0,0,0.1841,0
다사661462,0.0,0,0.1723,0
다사625458,0.0,0,0.3126,0
다사694439,0.0,0,0.208,0
다사630455,0.0,0,0.3126,0
다사659477,0.0,0,0.2748,0
다사663454,0.0,0,0.2097,0
다사668419,0.0,0,0.2476,0
다사640451,0.0,0,0.2683,0
다사665446,0.0,0,0.2116,0
다사693446,0.0,0,0.2476,0
다사693439,0.0,0,0.3126,0
다사659427,0.0,0,0.2476,0
다사674450,0.0,0,0.4054,0
다사676446,0.0,0,0.4211,0
다사669435,0.0,0,0.271,0
다사621452,0.0,0,0.2116,0
다사667473,0.0,0,0.2476,0
다사675422,0.0,0,0.328,0
다사640456,0.0,0,0.4054,0
다사668434,0.0,0,0.1572,0
다사669441,0.0,0,0.19,0
다사671426,0.0,0,0.2641,0
다사691434,0.0,0,0.3932,0
다사664489,0.0,0,0.2611,0
다사665436,0.0,0,0.2529,0
다사626448,0.0,0,0.2659,0
다사667470,0.0,0,0.2476,0
다사665488,0.0,0,0.2116,0
다사659445,0.0,0,0.3957,0
다사663479,0.0,0,0.3997,0
다사663469,0.0,0,0.2476,0
다사661453,0.0,0,0.25,0
다사647441,0.0,0,0.2989,0
다사658454,0.0,0,0.1572,0
다사667443,0.0,0,0.3607,0
다사666437,0.0,0,0.1863,0
다사677442,0.0,0,0.271,0
다사691443,0.0,0,0.3123,0
다사685444,0.0,0,0.16,0
다사678425,0.0,0,0.3126,0
다사642446,0.0,0,0.4232,0
다사641452,0.0,0,0.2932,0
다사684443,0.0,0,0.2552,0
다사674420,0.0,0,0.2476,0
다사648440,0.0,0,0.2476,0
다사662487,0.0,0,0.3125,0
다사633453,0.0,0,0.1718,0
다사648447,0.0,0,0.1991,0
다사658429,0.0,0,0.2476,0
다사695444,0.0,0,0.1572,0
다사700445,0.0,0,0.2116,0
다사664425,0.0,0,0.328,0
다사679429,0.0,0,0.2659,0
다사680462,0.0,0,0.2116,0
다사684432,0.0,0,0.4054,0
다사646452,0.0,0,0.2116,0
다사631450,0.0,0,0.1572,0
다사692447,0.0,0,0.1723,0
다사670434,0.0,0,0.2417,0
다사658432,0.0,0,0.2116,0
다사655450,0.0,0,0.2488,0
다사678423,0.0,0,0.1698,0
다사652467,0.0,0,0.4054,0
다사693443,0.0,0,0.4232,0
다사661486,0.0,0,0.3968,0
다사651471,0.0,0,0.3123,0
다사686447,0.0,0,0.3011,0
다사693436,0.0,0,0.3997,0
다사661487,0.0,0,0.2116,0
다사630458,0.0,0,0.3607,0
다사685446,0.0,0,0.2754,0
다사659435,0.0,0,0.2116,0
다사688436,0.0,0,0.3788,0
다사660448,0.0,0,0.2961,0
다사689434,0.0,0,0.3968,0
다사662455,0.0,0,0.1604,0
다사690432,0.0,0,0.4211,0
다사657483,0.0,0,0.3126,0
다사636456,0.0,0,0.1721,0
다사647440,0.0,0,0.239,0
다사632453,0.0,0,0.2476,0
다사673438,0.0,0,0.3968,0
다사631451,0.0,0,0.2754,0
다사686449,0.0,0,0.2529,0
다사657481,0.0,0,0.239,0
다사645446,0.0,0,0.3607,0
다사666433,0.0,0,0.1841,0
다사655459,0.0,0,0.3126,0
다사682459,0.0,0,0.4054,0
다사665485,0.0,0,0.2989,0
다사681439,0.0,0,0.2476,0
다사661478,0.0,0,0.3788,0
다사629449,0.0,0,0.3126,0
다사635447,0.0,0,0.4054,0
다사644443,0.0,0,0.2529,0
다사689435,0.0,0,0.1572,0
다사676432,0.0,0,0.2932,0
다사650464,0.0,0,0.239,0
다사657452,0.0,0,0.2116,0
다사669433,0.0,0,0.3125,0
다사637446,0.0,0,0.2476,0
다사638453,0.0,0,0.2116,0
다사658460,0.0,0,0.2773,0
다사646451,0.0,0,0.2116,0
다사678422,0.0,0,0.2116,0
다사637447,0.0,0,0.2932,0
다사659448,0.0,0,0.1934,0
다사670425,0.0,0,0.2552,0
다사673448,0.0,0,0.3125,0
다사650451,0.0,0,0.4054,0
다사680446,0.0,0,0.1841,0
다사668427,0.0,0,0.271,0
다사663486,0.0,0,0.2476,0
다사657482,0.0,0,0.271,0
다사660485,0.0,0,0.2116,0
다사688435,0.0,0,0.239,0
다사661460,0.0,0,0.2476,0
다사674448,0.0,0,0.3662,0
다사655434,0.0,0,0.3126,0
다사677429,0.0,0,0.296,0
다사646450,0.0,0,0.3968,0
다사661431,0.0,0,0.2476,0
다사684420,0.0,0,0.4211,0
다사666471,0.0,0,0.2476,0
다사655468,0.0,0,0.2476,0
다사656485,0.0,0,0.2476,0
다사658452,0.0,0,0.3126,0
다사644447,0.0,0,0.2417,0
다사648472,0.0,0,0.2476,0
다사627449,0.0,0,0.1723,0
다사677448,0.0,0,0.3997,0
다사648441,0.0,0,0.2476,0
다사671446,0.0,0,0.2476,0
다사667436,0.0,0,0.2529,0
다사663485,0.0,0,0.2116,0
다사678466,0.0,0,0.3126,0
다사636459,0.0,0,0.3126,0
다사667459,0.0,0,0.313,0
다사668457,0.0,0,0.3957,0
다사656450,0.0,0,0.2042,0
다사673447,0.0,0,0.3126,0
다사630450,0.0,0,0.328,0
다사694446,0.0,0,0.4054,0
다사657453,0.0,0,0.328,0
다사624457,0.0,0,0.3968,0
다사691444,0.0,0,0.1572,0
다사669456,0.0,0,0.2417,0
다사631447,0.0,0,0.239,0
다사657447,0.0,0,0.328,0
다사689444,0.0,0,0.4232,0
다사696448,0.0,0,0.3126,0
다사688448,0.0,0,0.2116,0
다사659483,0.0,0,0.2428,0
다사658482,0.0,0,0.1601,0
다사651473,0.0,0,0.2812,0
다사664465,0.0,0,0.2476,0
다사684447,0.0,0,0.2701,0
다사668440,0.0,0,0.3011,0
다사620456,0.0,0,0.2116,0
다사677466,0.0,0,0.3126,0
다사658472,0.0,0,0.266,0
다사653457,0.0,0,0.3126,0
다사684437,0.0,0,0.3957,0
다사662488,0.0,0,0.4014,0
다사650438,0.0,0,0.2116,0
다사653455,0.0,0,0.3126,0
다사653478,0.0,0,0.1698,0
다사698442,0.0,0,0.3126,0
다사678435,0.0,0,0.1572,0
다사649457,0.0,0,0.3607,0
다사686420,0.0,0,0.3126,0
다사685442,0.0,0,0.2417,0
다사683448,0.0,0,0.358,0
다사682426,0.0,0,0.4054,0
다사635464,0.0,0,0.2116,0
다사661434,0.0,0,0.3607,0
다사632456,0.0,0,0.2116,0
다사679452,0.0,0,0.1572,0
다사691436,0.0,0,0.3126,0
다사666431,0.0,0,0.3607,0
다사664488,0.0,0,0.4064,0
다사678434,0.0,0,0.2754,0
다사667437,0.0,0,0.2488,0
다사668445,0.0,0,0.2417,0
다사667448,0.0,0,0.2428,0
다사654460,0.0,0,0.2346,0
다사661421,0.0,0,0.3126,0
다사699445,0.0,0,0.3126,0
다사691441,0.0,0,0.3997,0
다사668454,0.0,0,0.2116,0
다사677441,0.0,0,0.3126,0
다사675450,0.0,0,0.2476,0
다사676427,0.0,0,0.2476,0
다사675448,0.0,0,0.3827,0
다사662486,0.0,0,0.358,0
다사659472,0.0,0,0.2476,0
다사675456,0.0,0,0.2116,0
다사670439,0.0,0,0.4232,0
다사628448,0.0,0,0.2116,0
다사682447,0.0,0,0.3607,0
다사647448,0.0,0,0.5045,1
다사644451,0.0,0,0.2476,0
다사631455,0.0,0,0.2683,0
다사695435,0.0,0,0.2476,0
다사685441,0.0,0,0.3126,0
다사672432,0.0,0,0.2116,0
다사650459,0.0,0,0.358,0
다사692444,0.0,0,0.4054,0
다사684430,0.0,0,0.328,0
다사677446,0.0,0,0.3126,0
다사647450,0.0,0,0.2701,0
다사670438,0.0,0,0.2144,0
다사648459,0.0,0,0.4054,0
다사685443,0.0,0,0.4232,0
다사636454,0.0,0,0.2116,0
다사648457,0.0,0,0.2476,0
다사684424,0.0,0,0.4211,0
다사673424,0.0,0,0.2116,0
다사678426,0.0,0,0.4054,0
다사665466,0.0,0,0.2476,0
다사642450,0.0,0,0.3997,0
다사673450,0.0,0,0.4054,0
다사652454,0.0,0,0.4054,0
다사661459,0.0,0,0.2683,0
다사694438,0.0,0,0.2116,0
다사660456,0.0,0,0.2529,0
다사694447,0.0,0,0.4211,0
다사628455,0.0,0,0.271,0
다사677428,0.0,0,0.239,0
다사673420,0.0,0,0.2476,0
다사678441,0.0,0,0.328,0
다사660445,0.0,0,0.4232,0
다사665469,0.0,0,0.2476,0
다사686428,0.0,0,0.4211,0
다사679433,0.0,0,0.3126,0
다사632455,0.0,0,0.4232,0
다사636447,0.0,0,0.4211,0
다사695437,0.0,0,0.2116,0
다사628451,0.0,0,0.4054,0
다사689433,0.0,0,0.4054,0
다사626458,0.0,0,0.3126,0
다사663487,0.0,0,0.3607,0
다사674426,0.0,0,0.4054,0
다사675449,0.0,0,0.2116,0
다사675419,0.0,0,0.4054,0
다사649458,0.0,0,0.2476,0
다사682420,0.0,0,0.4211,0
다사659451,0.0,0,0.1723,0
다사669471,0.0,0,0.2476,0
다사684445,0.0,0,0.1841,0
다사671450,0.0,0,0.19,0
다사674449,0.0,0,0.4054,0
다사657443,0.0,0,0.2116,0
다사659463,0.0,0,0.3126,0
다사659471,0.0,0,0.2116,0
다사657451,0.0,0,0.2428,0
다사665422,0.0,0,0.4054,0
다사668468,0.0,0,0.1698,0
다사668433,0.0,0,0.3126,0
다사657464,0.0,0,0.271,0
다사697437,0.0,0,0.4232,0
다사685427,0.0,0,0.2116,0
다사694448,0.0,0,0.2476,0
다사639445,0.0,0,0.239,0
다사625449,0.0,0,0.2116,0
다사666453,0.0,0,0.1572,0
다사636461,0.0,0,0.3126,0
다사659474,0.0,0,0.1572,0
다사686448,0.0,0,0.2116,0
다사654455,0.0,0,0.3126,0
다사687446,0.0,0,0.1841,0
다사663425,0.0,0,0.2116,0
다사646447,0.0,0,0.4054,0
다사669431,0.0,0,0.2428,0
다사674436,0.0,0,0.1723,0
다사689443,0.0,0,0.328,0
다사692435,0.0,0,0.4054,0
다사656452,0.0,0,0.2488,0
다사622458,0.0,0,0.2116,0
다사645443,0.0,0,0.2701,0
다사680440,0.0,0,0.2476,0
다사669432,0.0,0,0.2428,0
다사666449,0.0,0,0.3126,0
다사653436,0.0,0,0.3126,0
다사659446,0.0,0,0.3773,0
다사695441,0.0,0,0.2445,0
다사657479,0.0,0,0.3607,0
다사660486,0.0,0,0.2476,0
다사690436,0.0,0,0.4054,0
다사652459,0.0,0,0.2116,0
다사672428,0.0,0,0.3997,0
다사674446,0.0,0,0.4054,0
다사667429,0.0,0,0.1572,0
다사690435,0.0,0,0.3126,0
다사677468,0.0,0,0.3126,0
다사663488,0.0,0,0.4054,0
다사667460,0.0,0,0.2701,0
다사655481,0.0,0,0.2476,0
다사675452,0.0,0,0.3827,0
다사665420,0.0,0,0.239,0
다사667432,0.0,0,0.3827,0
다사678457,0.0,0,0.2116,0
다사627451,0.0,0,0.2701,0
다사659452,0.0,0,0.3126,0
다사680417,0.0,0,0.3126,0
다사689446,0.0,0,0.2417,0
다사682452,0.0,0,0.239,0
다사673430,0.0,0,0.4054,0
다사660459,0.0,0,0.2476,0
다사658426,0.0,0,0.2116,0
다사681438,0.0,0,0.3126,0
다사679434,0.0,0,0.3126,0
다사656477,0.0,0,0.3126,0
다사681435,0.0,0,0.3997,0
다사650456,0.0,0,0.3126,0
다사677432,0.0,0,0.3126,0
다사641446,0.0,0,0.3997,0
다사664487,0.0,0,0.358,0
다사664486,0.0,0,0.2476,0
다사658428,0.0,0,0.2476,0
다사678467,0.0,0,0.3126,0
다사696447,0.0,0,0.3126,0
다사679440,0.0,0,0.2116,0
다사681458,0.0,0,0.4054,0
다사671453,0.0,0,0.3773,0
다사639446,0.0,0,0.2476,0
다사639443,0.0,0,0.2116,0
다사663456,0.0,0,0.3957,0
다사658448,0.0,0,0.4054,0
다사676463,0.0,0,0.3126,0
다사656449,0.0,0,0.3126,0
다사676445,0.0,0,0.4054,0
다사662489,0.0,0,0.2476,0
다사661446,0.0,0,0.1841,0
다사696439,0.0,0,0.4303,0
다사672468,0.0,0,0.4054,0
다사680429,0.0,0,0.4054,0
다사677453,0.0,0,0.2116,0
다사667474,0.0,0,0.4054,0
다사690434,0.0,0,0.2476,0
다사661461,0.0,0,0.2417,0
다사659449,0.0,0,0.2701,0
다사678456,0.0,0,0.2116,0
다사651447,0.0,0,0.4054,0
다사636446,0.0,0,0.3997,0
다사657460,0.0,0,0.1572,0
다사626457,0.0,0,0.3126,0
다사655456,0.0,0,0.2476,0
다사629455,0.0,0,0.1723,0
다사663490,0.0,0,0.3126,0
다사684449,0.0,0,0.4211,0
다사695446,0.0,0,0.2116,0
다사627448,0.0,0,0.2476,0
다사647447,0.0,0,0.4054,0
다사677430,0.0,0,0.3126,0
다사672429,0.0,0,0.2055,0
다사678453,0.0,0,0.2116,0
다사592308,0.0,0,0.2476,0
다사657402,0.0,0,0.2116,0
다사686410,0.0,0,0.358,0
다사718385,0.0,0,0.4054,0
다사636318,0.0,0,0.4054,0
다사646302,0.0,0,0.3729,0
다사671325,0.0,0,0.3444,0
다사692392,0.0,0,0.2816,0
다사681391,0.0,0,0.3781,0
다사636317,0.0,0,0.4054,0
다사706378,0.0,0,0.4054,0
다사646329,0.0,0,0.4288,0
다사639336,0.0,0,0.2476,0
다사704400,0.0,0,0.4211,0
다사670410,0.0,0,0.4064,0
다사672376,0.0,0,0.3932,0
다사665332,0.0,0,0.3126,0
다사694414,0.0,0,0.2876,0
다사693386,0.0,0,0.4511,0
다사677333,0.0,0,0.2866,0
다사622328,0.0,0,0.1698,0
다사678383,0.0,0,0.3662,0
다사686300,0.0,0,0.2787,0
다사696374,0.0,0,0.4211,0
다사668286,0.0,0,0.4054,0
다사654298,0.0,0,0.3148,0
다사681381,0.0,0,0.3765,0
다사694378,0.0,0,0.3126,0
다사682299,0.0,0,0.3686,0
다사612326,0.0,0,0.3126,0
다사682307,0.0,0,0.3168,0
다사654300,0.0,0,0.3932,0
다사675383,0.0,0,0.3727,0
다사685298,0.0,0,0.3126,0
다사621364,0.0,0,0.3126,0
다사673385,0.0,0,0.4211,0
다사674386,0.0,0,0.358,0
다사618303,0.0,0,0.4211,0
다사689406,0.0,0,0.3729,0
다사673377,0.0,0,0.2787,0
다사644321,0.0,0,0.4211,0
다사645274,0.0,0,0.3716,0
다사679405,0.0,0,0.4154,0
다사679411,0.0,0,0.4054,0
다사671385,0.0,0,0.4396,0
다사683347,0.0,0,0.3727,0
다사632324,0.0,0,0.3125,0
다사635327,0.0,0,0.2476,0
다사655359,0.0,0,0.4054,0
다사705404,0.0,0,0.4288,0
다사645323,0.0,0,0.2342,0
다사684365,0.0,0,0.2935,0
다사652276,0.0,0,0.2912,0
다사673347,0.0,0,0.358,0
다사638326,0.0,0,0.2476,0
다사668291,0.0,0,0.3126,0
다사681368,0.0,0,0.434,0
다사646303,0.0,0,0.3686,0
다사636327,0.0,0,0.2476,0
다사689376,0.0,0,0.4014,0
다사627326,0.0,0,0.3607,0
다사674376,0.0,0,0.3801,0
다사686302,0.0,0,0.3801,0
다사669373,0.0,0,0.4154,0
다사632326,0.0,0,0.2476,0
다사632374,0.0,0,0.4211,0
다사640336,0.0,0,0.4054,0
다사666268,0.0,0,0.4054,0
다사648326,0.0,0,0.4211,0
다사678342,0.0,0,0.3126,0
다사708403,0.0,0,0.3707,0
다사646366,0.0,0,0.4014,0
다사662330,0.0,0,0.2651,0
다사668374,0.0,0,0.3717,0
다사696386,0.0,0,0.4211,0
다사667308,0.0,0,0.4211,0
다사717382,0.0,0,0.2699,0
다사698392,0.0,0,0.4154,0
다사630324,0.0,0,0.1698,0
다사708396,0.0,0,0.4211,0
다사630326,0.0,0,0.1698,0
다사695380,0.0,0,0.4096,0
다사677342,0.0,0,0.4064,0
다사693352,0.0,0,0.4211,0
다사661345,0.0,0,0.4211,0
다사658320,0.0,0,0.3843,0
다사719385,0.0,0,0.3916,0
다사668289,0.0,0,0.2866,0
다사691350,0.0,0,0.1698,0
다사637333,0.0,0,0.2476,0
다사648400,0.0,0,0.3168,0
다사679415,0.0,0,0.328,0
다사626323,0.0,0,0.3148,0
다사656316,0.0,0,0.2476,0
다사601327,0.0,0,0.4096,0
다사701372,0.0,0,0.3607,0
다사680388,0.0,0,0.3699,0
다사662292,0.0,0,0.3607,0
다사680390,0.0,0,0.3701,0
다사697379,0.0,0,0.4211,0
다사678324,0.0,0,0.205,0
다사629282,0.0,0,0.3801,0
다사628323,0.0,0,0.2476,0
다사688404,0.0,0,0.3126,0
다사658319,0.0,0,0.3686,0
다사676330,0.0,0,0.4054,0
다사622370,0.0,0,0.4054,0
다사667371,0.0,0,0.2476,0
다사640338,0.0,0,0.3561,0
다사660322,0.0,0,0.2342,0
다사676326,0.0,0,0.4211,0
다사683386,0.0,0,0.4211,0
다사676388,0.0,0,0.3557,0
다사691393,0.0,0,0.2912,0
다사617326,0.0,0,0.288,0
다사679385,0.0,0,0.3148,0
다사675374,0.0,0,0.3968,0
다사678376,0.0,0,0.3901,0
다사669406,0.0,0,0.2476,0
다사698395,0.0,0,0.4064,0
다사707393,0.0,0,0.3168,0
다사682309,0.0,0,0.3561,0
다사649399,0.0,0,0.4054,0
다사689344,0.0,0,0.4154,0
다사717374,0.0,0,0.4154,0
다사669296,0.0,0,0.4288,0
다사688402,0.0,0,0.3126,0
다사610327,0.0,0,0.4211,0
다사643375,0.0,0,0.4096,0
다사663312,0.0,0,0.4054,0
다사642363,0.0,0,0.4211,0
다사677325,0.0,0,0.3126,0
다사626328,0.0,0,0.1734,0
다사646325,0.0,0,0.3126,0
다사681410,0.0,0,0.2816,0
다사682392,0.0,0,0.3968,0
다사682382,0.0,0,0.2787,0
다사677387,0.0,0,0.2967,0
다사618301,0.0,0,0.3968,0
다사667287,0.0,0,0.3126,0
다사618299,0.0,0,0.4211,0
다사691353,0.0,0,0.4054,0
다사669370,0.0,0,0.4096,0
다사714383,0.0,0,0.4054,0
다사698374,0.0,0,0.4064,0
다사669267,0.0,0,0.4054,0
다사696377,0.0,0,0.3968,0
다사646361,0.0,0,0.4054,0
다사670348,0.0,0,0.2476,0
다사661280,0.0,0,0.3126,0
다사668399,0.0,0,0.2476,0
다사617293,0.0,0,0.3735,0
다사655273,0.0,0,0.4054,0
다사696373,0.0,0,0.4211,0
다사678390,0.0,0,0.4211,0
다사682386,0.0,0,0.4154,0
다사682390,0.0,0,0.4014,0
다사660327,0.0,0,0.4054,0
다사681388,0.0,0,0.3932,0
다사644329,0.0,0,0.3788,0
다사664324,0.0,0,0.4211,0
다사667355,0.0,0,0.4054,0
다사680376,0.0,0,0.3629,0
다사683414,0.0,0,0.4211,0
다사700387,0.0,0,0.3557,0
다사695388,0.0,0,0.4358,0
다사695395,0.0,0,0.3699,0
다사692369,0.0,0,0.3901,0
다사691388,0.0,0,0.4054,0
다사673294,0.0,0,0.3168,0
다사640326,0.0,0,0.2476,0
다사676371,0.0,0,0.4054,0
다사701377,0.0,0,0.3932,0
다사644333,0.0,0,0.4154,0
다사686381,0.0,0,0.4096,0
다사661273,0.0,0,0.4096,0
다사681296,0.0,0,0.3126,0
다사665288,0.0,0,0.4054,0
다사680310,0.0,0,0.2912,0
다사668290,0.0,0,0.3729,0
다사649364,0.0,0,0.2243,0
다사684372,0.0,0,0.4288,0
다사647394,0.0,0,0.3605,0
다사642336,0.0,0,0.3707,0
다사646328,0.0,0,0.1698,0
다사698404,0.0,0,0.4154,0
다사686340,0.0,0,0.4211,0
다사682379,0.0,0,0.3729,0
다사663297,0.0,0,0.4054,0
다사690351,0.0,0,0.3843,0
다사636325,0.0,0,0.3686,0
다사690414,0.0,0,0.3561,0
다사685390,0.0,0,0.3716,0
다사624326,0.0,0,0.1698,0
다사670370,0.0,0,0.3932,0
다사701386,0.0,0,0.3717,0
다사667329,0.0,0,0.4211,0
다사708394,0.0,0,0.3901,0
다사644363,0.0,0,0.4211,0
다사676379,0.0,0,0.3126,0
다사664295,0.0,0,0.4211,0
다사676376,0.0,0,0.4064,0
다사675368,0.0,0,0.337,0
다사676383,0.0,0,0.417,0
다사655354,0.0,0,0.3126,0
다사681386,0.0,0,0.2866,0
다사642337,0.0,0,0.4054,0
다사645339,0.0,0,0.358,0
다사666342,0.0,0,0.3714,0
다사677385,0.0,0,0.4054,0
다사626356,0.0,0,0.2912,0
다사686384,0.0,0,0.2956,0
다사690370,0.0,0,0.4211,0
다사639333,0.0,0,0.2476,0
다사619328,0.0,0,0.1698,0
다사619327,0.0,0,0.3607,0
다사671402,0.0,0,0.3968,0
다사633347,0.0,0,0.4211,0
다사678413,0.0,0,0.2476,0
다사640323,0.0,0,0.2935,0
다사623315,0.0,0,0.2476,0
다사645327,0.0,0,0.3913,0
다사665349,0.0,0,0.4211,0
다사676315,0.0,0,0.4211,0
다사694396,0.0,0,0.2922,0
다사691384,0.0,0,0.3801,0
다사685308,0.0,0,0.4154,0
다사687411,0.0,0,0.3126,0
다사696387,0.0,0,0.3459,0
다사674383,0.0,0,0.2816,0
다사645359,0.0,0,0.4054,0
다사631322,0.0,0,0.2787,0
다사678310,0.0,0,0.4211,0
다사673396,0.0,0,0.4054,0
다사643363,0.0,0,0.3968,0
다사648390,0.0,0,0.3729,0
다사696403,0.0,0,0.4054,0
다사687384,0.0,0,0.4288,0
다사658336,0.0,0,0.4054,0
다사679388,0.0,0,0.4288,0
다사658285,0.0,0,0.3386,0
다사701400,0.0,0,0.3801,0
다사651362,0.0,0,0.4054,0
다사624343,0.0,0,0.4054,0
